Epoch,Optimizer,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss,Top1_Train_Error,Top1_Val_Error,Top5_Train_Error,Top5_Val_Error
1,SGD,0.10577999800443649,0.11599999666213989,3.377215623855591,3.370805025100708,0.8942200019955635,0.8840000033378601,0.4660000205039978,0.47450000047683716
2,SGD,0.12557999789714813,0.14329999685287476,3.3641469478607178,3.3577022552490234,0.8744200021028519,0.8567000031471252,0.45468002557754517,0.4470999836921692
3,SGD,0.14674000442028046,0.1581999957561493,3.349274158477783,3.3403000831604004,0.8532599955797195,0.8418000042438507,0.41468000411987305,0.3996000289916992
4,SGD,0.17270000278949738,0.19419999420642853,3.3271758556365967,3.312650680541992,0.8272999972105026,0.8058000057935715,0.3698199987411499,0.32270002365112305
5,SGD,0.2031800001859665,0.22190000116825104,3.289989471435547,3.2658653259277344,0.7968199998140335,0.778099998831749,0.307640016078949,0.2781999707221985
6,SGD,0.22905999422073364,0.24560000002384186,3.233023166656494,3.2031333446502686,0.7709400057792664,0.7543999999761581,0.2645599842071533,0.2556999921798706
7,SGD,0.24959999322891235,0.26989999413490295,3.166682243347168,3.133631467819214,0.7504000067710876,0.730100005865097,0.24140000343322754,0.23070001602172852
8,SGD,0.2739199995994568,0.2799000144004822,3.0995564460754395,3.0705623626708984,0.7260800004005432,0.7200999855995178,0.22078001499176025,0.21560001373291016
9,SGD,0.2906799912452698,0.30469998717308044,3.0475375652313232,3.027397394180298,0.7093200087547302,0.6953000128269196,0.20561999082565308,0.20120000839233398
10,SGD,0.3043000102043152,0.3158000111579895,3.0124075412750244,2.9936296939849854,0.6956999897956848,0.6841999888420105,0.19565999507904053,0.18769997358322144
11,SGD,0.31553998589515686,0.3310000002384186,2.9829955101013184,2.963430166244507,0.6844600141048431,0.6689999997615814,0.18488001823425293,0.17809998989105225
12,SGD,0.32754001021385193,0.34040001034736633,2.9549624919891357,2.9372096061706543,0.6724599897861481,0.6595999896526337,0.17426002025604248,0.17110002040863037
13,SGD,0.33671998977661133,0.3547999858856201,2.9256722927093506,2.9097366333007812,0.6632800102233887,0.6452000141143799,0.16439998149871826,0.16140002012252808
14,SGD,0.35062000155448914,0.36160001158714294,2.894076347351074,2.8704752922058105,0.6493799984455109,0.6383999884128571,0.15718001127243042,0.149399995803833
15,SGD,0.36267998814582825,0.33719998598098755,2.8616740703582764,2.8970954418182373,0.6373200118541718,0.6628000140190125,0.1471400260925293,0.16369998455047607
16,SGD,0.3715200126171112,0.3741999864578247,2.831810712814331,2.8239805698394775,0.6284799873828888,0.6258000135421753,0.14002001285552979,0.14179998636245728
17,SGD,0.38293999433517456,0.3944999873638153,2.80509877204895,2.7805306911468506,0.6170600056648254,0.6055000126361847,0.1335800290107727,0.12929999828338623
18,SGD,0.3892799913883209,0.4020000100135803,2.7801644802093506,2.751966714859009,0.6107200086116791,0.5979999899864197,0.12694001197814941,0.12099999189376831
19,SGD,0.3963199853897095,0.4106999933719635,2.756927728652954,2.7368149757385254,0.6036800146102905,0.5893000066280365,0.12202000617980957,0.11959999799728394
20,SGD,0.40303999185562134,0.37720000743865967,2.7351443767547607,2.80429744720459,0.5969600081443787,0.6227999925613403,0.11668002605438232,0.14329999685287476
21,SGD,0.4074000120162964,0.41920000314712524,2.716892719268799,2.6923389434814453,0.5925999879837036,0.5807999968528748,0.1138799786567688,0.11180001497268677
22,SGD,0.41242000460624695,0.38589999079704285,2.7036027908325195,2.800588607788086,0.587579995393753,0.6141000092029572,0.11207997798919678,0.1412000060081482
23,SGD,0.41797998547554016,0.3970000147819519,2.684081792831421,2.722691297531128,0.5820200145244598,0.6029999852180481,0.10791999101638794,0.11860001087188721
24,SGD,0.423880010843277,0.42080000042915344,2.667104959487915,2.670527219772339,0.576119989156723,0.5791999995708466,0.10777997970581055,0.10839998722076416
25,SGD,0.43077999353408813,0.4399000108242035,2.6510510444641113,2.639260768890381,0.5692200064659119,0.5600999891757965,0.10130000114440918,0.10269999504089355
26,SGD,0.4360400140285492,0.4341000020503998,2.634960889816284,2.621277332305908,0.5639599859714508,0.5658999979496002,0.10079997777938843,0.09539997577667236
27,SGD,0.4399600028991699,0.42640000581741333,2.622309684753418,2.6611084938049316,0.5600399971008301,0.5735999941825867,0.09747999906539917,0.11619997024536133
28,SGD,0.4439600110054016,0.450300008058548,2.6084489822387695,2.5892508029937744,0.5560399889945984,0.549699991941452,0.09615999460220337,0.09280002117156982
29,SGD,0.44933998584747314,0.43689998984336853,2.593381643295288,2.5983633995056152,0.5506600141525269,0.5631000101566315,0.09289997816085815,0.09249997138977051
30,SGD,0.45504000782966614,0.45649999380111694,2.5772745609283447,2.5684707164764404,0.5449599921703339,0.5435000061988831,0.0902400016784668,0.0899999737739563
31,SGD,0.45890000462532043,0.4462999999523163,2.566154956817627,2.5944621562957764,0.5410999953746796,0.5537000000476837,0.08942002058029175,0.09869998693466187
32,SGD,0.4602600038051605,0.460999995470047,2.5532305240631104,2.540709972381592,0.5397399961948395,0.539000004529953,0.0884600281715393,0.08550000190734863
33,SGD,0.46650001406669617,0.4551999866962433,2.543072462081909,2.5593695640563965,0.5334999859333038,0.5448000133037567,0.08727997541427612,0.08920001983642578
34,SGD,0.4670400023460388,0.46779999136924744,2.5352563858032227,2.525536298751831,0.5329599976539612,0.5322000086307526,0.08473998308181763,0.08490002155303955
35,SGD,0.4725399911403656,0.47760000824928284,2.5246708393096924,2.5087497234344482,0.5274600088596344,0.5223999917507172,0.0837399959564209,0.07969999313354492
36,SGD,0.4752599895000458,0.4643000066280365,2.512249708175659,2.5174946784973145,0.5247400104999542,0.5356999933719635,0.08274000883102417,0.0812000036239624
37,SGD,0.47742000222206116,0.4855000078678131,2.50455379486084,2.486232042312622,0.5225799977779388,0.5144999921321869,0.08179998397827148,0.0788000226020813
38,SGD,0.4827199876308441,0.47110000252723694,2.4896152019500732,2.5139386653900146,0.5172800123691559,0.5288999974727631,0.0781400203704834,0.08539998531341553
39,SGD,0.48510000109672546,0.4779999852180481,2.4802563190460205,2.494645357131958,0.5148999989032745,0.5220000147819519,0.07826000452041626,0.08499997854232788
40,SGD,0.48590001463890076,0.46810001134872437,2.473928689956665,2.5342068672180176,0.5140999853610992,0.5318999886512756,0.07792001962661743,0.09280002117156982
41,SGD,0.4918000102043152,0.4657000005245209,2.4648313522338867,2.50578236579895,0.5081999897956848,0.5342999994754791,0.07620000839233398,0.08139997720718384
42,SGD,0.49327999353408813,0.48399999737739563,2.4567692279815674,2.4693925380706787,0.5067200064659119,0.5160000026226044,0.07554000616073608,0.07709997892379761
1,AdaGrad,0.4867599904537201,0.4902999997138977,2.4710731506347656,2.449647903442383,0.5132400095462799,0.5097000002861023,0.07768332958221436,0.07260000705718994
2,AdaGrad,0.5015400052070618,0.5015000104904175,2.4276742935180664,2.4231481552124023,0.49845999479293823,0.4984999895095825,0.07217997312545776,0.07429999113082886
3,AdaGrad,0.5074999928474426,0.4821000099182129,2.407141923904419,2.458479881286621,0.4925000071525574,0.5178999900817871,0.06970000267028809,0.0777999758720398
4,AdaGrad,0.5133399963378906,0.4977000057697296,2.3904738426208496,2.4094672203063965,0.4866600036621094,0.5022999942302704,0.06879997253417969,0.07330000400543213
5,AdaGrad,0.5157399773597717,0.4991999864578247,2.376795768737793,2.4016237258911133,0.48426002264022827,0.5008000135421753,0.06664001941680908,0.0756000280380249
